Date,log
1999-01-05,0.16466662155523393
1999-01-06,0.16067222538889833
1999-01-07,0.15117482779711788
1999-01-08,0.1534933209571086
1999-01-11,0.1457440140527062
1999-01-12,0.14149956227369942
1999-01-13,0.16075737887811417
1999-01-14,0.1529785645970806
1999-01-15,0.1506588762851132
1999-01-18,0.1494539531683378
1999-01-19,0.14979836508839456
1999-01-20,0.14626250697825208
1999-01-21,0.14600329411984297
1999-01-22,0.14557112331921884
1999-01-25,0.14703974264931496
1999-01-26,0.14686707580955227
1999-01-27,0.1422805072567709
1999-01-28,0.1319050708799386
1999-01-29,0.12962376779350562
1999-02-01,0.1255748229080662
1999-02-02,0.12548662004141586
1999-02-03,0.12548662004141586
1999-02-04,0.11893792407151385
1999-02-05,0.12150941739719719
1999-02-08,0.11742741687596432
1999-02-09,0.12513373075676568
1999-02-10,0.12592755659779067
1999-02-11,0.12327901616017124
1999-02-12,0.11724956005023981
1999-02-15,0.1167157996959607
1999-02-16,0.11118352896061494
1999-02-17,0.11804966677381426
1999-02-18,0.1161817542894096
1999-02-19,0.11001964503854951
1999-02-22,0.0945826424859478
1999-02-23,0.09248801943515138
1999-02-24,0.09866817179670123
1999-02-25,0.09812439799319893
1999-02-26,0.09694520605647901
1999-03-01,0.09403664192638299
1999-03-02,0.08498432390499729
1999-03-03,0.08608594891312898
1999-03-04,0.08305355513528566
1999-03-05,0.08010424424166136
1999-03-08,0.0869113719892964
1999-03-09,0.08277742645756819
1999-03-10,0.09102829834756376
1999-03-11,0.08535166709950366
1999-03-12,0.08910917507177585
1999-03-15,0.09066303489724215
1999-03-16,0.08626943515217586
1999-03-17,0.09221448398781106
1999-03-18,0.09640049428631516
1999-03-19,0.08755289700786145
1999-03-22,0.08286947782229466
1999-03-23,0.08581065641311078
1999-03-24,0.08874320983438856
1999-03-25,0.08599419316686101
1999-03-26,0.07834896641097631
1999-03-29,0.06691070528262681
1999-03-30,0.06868615778844686
1999-03-31,0.07157619848922196
1999-04-01,0.07436508195530674
1999-04-02,0.07436508195530674
1999-04-05,0.07250669078674798
1999-04-06,0.07008560756668776
1999-04-07,0.07807153542015544
1999-04-08,0.07862632045518962
1999-04-09,0.07492192651725935
1999-04-12,0.08314558108666886
1999-04-13,0.07371503782228069
1999-04-14,0.07575661239924632
1999-04-15,0.0756639039209896
1999-04-16,0.06466351332572212
1999-04-19,0.06165938038672779
1999-04-20,0.06259914175651995
1999-04-21,0.05694728044175011
1999-04-22,0.05647484692797899
1999-04-23,0.06147132208810096
1999-04-26,0.059588791411657446
1999-04-27,0.06109509935981083
1999-04-28,0.06447601918436478
1999-04-29,0.05864619543273343
1999-04-30,0.05798584919865335
1999-05-03,0.057230633454271665
1999-05-04,0.0548669014408401
1999-05-05,0.06456977064930007
1999-05-06,0.07686844425657707
1999-05-07,0.0756639039209896
1999-05-10,0.07092433833669858
1999-05-11,0.07064483956933196
1999-05-12,0.06250520535139711
1999-05-13,0.06034222900616176
1999-05-14,0.06541313854823212
1999-05-17,0.06625579577706527
1999-05-18,0.06672363204290813
1999-05-19,0.06147132208810096
1999-05-20,0.06194140154018336
1999-05-21,0.05562390374799701
1999-05-24,0.05685281159278279
1999-05-25,0.0608128393965124
1999-05-26,0.05211795426210677
1999-05-27,0.04621542379696289
1999-05-28,0.04678816149875898
1999-05-31,0.04459088332787522
1999-06-01,0.042484611606155395
1999-06-02,0.037488444410991605
1999-06-03,0.037488444410991605
1999-06-04,0.03101405352916954
1999-06-07,0.03111099502505273
1999-06-08,0.03777736433402992
1999-06-09,0.04554681495597036
1999-06-10,0.04631090286325036
1999-06-11,0.04631090286325036
1999-06-14,0.042772091843869056
1999-06-15,0.038451186374252634
1999-06-16,0.033918218203460644
1999-06-17,0.03343477608623742
1999-06-18,0.03806620080645628
1999-06-21,0.03333805961051041
1999-06-22,0.030820142339886364
1999-06-23,0.02761516703297339
1999-06-24,0.03159556158975058
1999-06-25,0.043346804503365866
1999-06-28,0.03806620080645628
1999-06-29,0.03575316970581784
1999-06-30,0.032273560550295635
1999-07-01,0.0260575343192896
1999-07-02,0.023814178099254887
1999-07-05,0.02293497128249599
1999-07-06,0.021859334352893528
1999-07-07,0.021957167352042138
1999-07-08,0.018036362486098575
1999-07-09,0.020194707285519253
1999-07-12,0.012323749688831903
1999-07-13,0.018134570195482678
1999-07-14,0.01666044089310717
1999-07-15,0.019900661706336174
1999-07-16,0.019998686506689123
1999-07-19,0.014494446150452511
1999-07-20,0.04018178963283176
1999-07-21,0.04516455195437366
1999-07-22,0.0486949215387586
1999-07-23,0.04840913920768763
1999-07-26,0.06747171511501275
1999-07-27,0.0608128393965124
1999-07-28,0.058551886949615495
1999-07-29,0.06578774053800315
1999-07-30,0.06709774353249405
1999-08-02,0.06438225892926822
1999-08-03,0.06250520535139711
1999-08-04,0.07334339422420959
1999-08-05,0.07612736038755084
1999-08-06,0.071389996086673
1999-08-09,0.06812582904760044
1999-08-10,0.07111062745795285
1999-08-11,0.06466351332572212
1999-08-12,0.06184740332608023
1999-08-13,0.06456977064930007
1999-08-16,0.05382508669490737
1999-08-17,0.05135829227514204
1999-08-18,0.050407902543845765
1999-08-19,0.050407902543845765
1999-08-20,0.06456977064930007
1999-08-23,0.058834785720892555
1999-08-24,0.04993236874820893
1999-08-25,0.04238876649178652
1999-08-26,0.04420825466432028
1999-08-27,0.04401688541677426
1999-08-30,0.044399587296684515
1999-08-31,0.0557184887563437
1999-09-01,0.05949457178563967
1999-09-02,0.06410092540652364
1999-09-03,0.06597498892353292
